hotel_id,name,address,category,location,lat,lng,reviews,room type,price per night (pounds),disability_access,review_users,swimming_pool,breakfast_available,michelin_restaurant,distance_centre
373,ERIC DELHOMME CONSULTANT IMMOBILIER,5 RUE DE CHAZELLES- PARIS- FRANCE,accommodation,Paris,48.879724,2.303828,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231896,Double,190.08,FAUX,3,FAUX,VRAI,FAUX,2.70488907930392
374,APPARTEMENT BATIGNOLLES,16 RUE JACQUEMONT- PARIS- FRANCE,accommodation,Paris,48.887838,2.322446,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231897,Single,73.04,FAUX,4,VRAI,VRAI,FAUX,3.0900321647182
375,COIFF1RST,44 RUE DU FOUR- PARIS- FRANCE,accommodation,Paris,48.852568,2.331092,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231898,Single,96.8,FAUX,1,FAUX,VRAI,FAUX,4.22038163813462
376,HOTEL IBIS STYLES PARIS LAFAYETTE OPERA,5 RUE DE TRÉVISE- PARIS- FRANCE,accommodation,Paris,48.87265,2.344908,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231899,Double,118.8,FAUX,1,FAUX,VRAI,FAUX,4.13515462520658
377,CENTURY 21 PATRIMOINE 17,55 RUE DE LA JONQUIÈRE- PARIS- FRANCE,accommodation,Paris,48.893736,2.321915,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231902,Double,136.4,FAUX,2,VRAI,VRAI,FAUX,2.86472043254362
378,STUDIO HOTEL,25 RUE ALAIN CHARTIER- PARIS- FRANCE,accommodation,Paris,48.837894,2.296186,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231908,Double,101.2,FAUX,1,FAUX,FAUX,FAUX,2.58383943154637
379,ASSOCIATION VALENTIN HAUY AU SERVICE DES AVEUGLES ET DES MAL VOYANTS,5 RUE DUROC- PARIS- FRANCE,accommodation,Paris,48.847733,2.31419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231910,Single,86.24,FAUX,2,VRAI,VRAI,FAUX,3.45583789658951
380,JEAN DE LA FONTAINE,13 RUE DES SAULES- PARIS- FRANCE,accommodation,Paris,48.888041,2.339635,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231914,Twin,138.16,FAUX,2,FAUX,VRAI,FAUX,3.42147512301799
381,RUE DE MIROMESNIL,RUE DE MIROMESNIL- PARIS- FRANCE,accommodation,Paris,48.875332,2.3157828,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231925,Double,106.48,FAUX,1,VRAI,VRAI,FAUX,3.25460833893513
382,2 RUE DE BERRI,2 RUE DE BERRI- 75008 PARIS- FRANCE,accommodation,Paris,48.8719751,2.3034676,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231927,Single,89.76,FAUX,4,FAUX,FAUX,FAUX,2.84243902557315
383,LAFORÃªT IMMOBILIER PARIS 13,10 RUE JEANNE D'ARC- FRANCE,accommodation,Paris,48.829169,2.36963,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231928,Family,106.48,FAUX,4,FAUX,FAUX,FAUX,3.58999320019178
384,ATLANTHE IMMOBILIER,86 RUE DE MAUBEUGE- PARIS- FRANCE,accommodation,Paris,48.87969,2.350003,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231930,Twin,351.12,VRAI,5,FAUX,VRAI,VRAI,3.84036770279959
385,FRANÃ§OISE MARTIN TOIT CHEZ MOI,45 RUE DAMRÉMONT- PARIS- FRANCE,accommodation,Paris,48.890266,2.333991,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231931,Family,205.04,FAUX,3,VRAI,VRAI,FAUX,3.24992551904391
386,3 PLACE PIGALLE,3 PLACE PIGALLE- 75009 PARIS- FRANCE,accommodation,Paris,48.8821135,2.3376077,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231932,Twin,125.84,FAUX,3,VRAI,VRAI,FAUX,3.64271219861345
387,LAFORET IMMOBILIER,273 RUE DES PYRÉNÉES- PARIS- FRANCE,accommodation,Paris,48.867824,2.396152,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231934,Twin,110.88,FAUX,1,FAUX,VRAI,FAUX,2.81652747239573
388,SWEETKEY,16 RUE DE VINTIMILLE- PARIS- FRANCE,accommodation,Paris,48.882372,2.329231,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231935,Single,84.48,FAUX,1,FAUX,VRAI,FAUX,3.46035721797967
389,RV IMMOBILIER,17BIS AVENUE JEAN JAURÈS- PARIS- FRANCE,accommodation,Paris,48.883577,2.372622,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231938,Family,120.56,FAUX,2,FAUX,VRAI,FAUX,3.30459810475252
390,AMBASSADEUR HOTEL PARIS,153 RUE LEGENDRE- PARIS- FRANCE,accommodation,Paris,48.890709,2.324584,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231940,Twin,158.4,FAUX,3,FAUX,VRAI,FAUX,3.0408315680104
391,HOTEL MURAT,119BIS BOULEVARD MURAT- PARIS- FRANCE,accommodation,Paris,48.837428,2.25872,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231941,Twin,232.32,VRAI,4,VRAI,VRAI,FAUX,0.969184729105794
392,RUE DE VAUGIRARD,RUE DE VAUGIRARD- PARIS- FRANCE,accommodation,Paris,48.8431834,2.3133982,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231948,Single,80.96,VRAI,4,VRAI,VRAI,FAUX,3.37746733947925
393,PARISSIMO,9 AVENUE DE LA MOTTE-PICQUET- PARIS- FRANCE,accommodation,Paris,48.856507,2.308962,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231950,Twin,341.44,VRAI,3,VRAI,VRAI,FAUX,3.24051340483169
394,HOTEL LE PRINTEMPS,31 RUE DU COMMERCE- PARIS- FRANCE,accommodation,Paris,48.847513,2.296479,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231959,Double,123.2,FAUX,4,FAUX,VRAI,FAUX,2.68096524800761
395,HOTEL BRESCIA,16 RUE EDIMBOURG- PARIS- FRANCE,accommodation,Paris,48.879468,2.320324,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231963,Single,90.64,FAUX,3,FAUX,FAUX,FAUX,3.29997112422696
396,OPTIMO,56 RU DE WATTIGNIES- PARIS- FRANCE,accommodation,Paris,48.835445,2.397529,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231964,Family,299.2,FAUX,3,FAUX,VRAI,FAUX,2.70907423810701
397,DANDY CHIC,6 RUE FÉLICIEN DAVID- PARIS- FRANCE,accommodation,Paris,48.8508,2.275488,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231967,Single,66,VRAI,4,FAUX,FAUX,FAUX,1.76828471363151
398,LOLA'S STUDIO,15 RUE VÉRON- PARIS- FRANCE,accommodation,Paris,48.884669,2.336052,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231969,Family,185.68,FAUX,3,VRAI,VRAI,FAUX,3.51270292391708
399,APPARTEMENT GILDA,3 RUE LÉON JOUHAUX- PARIS- FRANCE,accommodation,Paris,48.868914,2.363581,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231970,Single,80.96,FAUX,1,FAUX,VRAI,FAUX,4.05458889693637
400,LOCATION GITE PARIS,29 RUE MAZARINE- PARIS- FRANCE,accommodation,Paris,48.854621,2.33811,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231972,Single,72.16,FAUX,3,FAUX,VRAI,FAUX,4.52758918273268
401,MONTMARTRE : APPARTEMENTS MEUBLÉS - JAHQUARET DOGE,5 PASSAGE LEGENDRE- PARIS- FRANCE,accommodation,Paris,48.891669,2.326552,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231973,Single,132.88,FAUX,4,FAUX,VRAI,FAUX,3.05014890827363
402,HOTEL DE NANTES,3 RUE BOULAY- PARIS- FRANCE,accommodation,Paris,48.893,2.316699,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231974,Single,88,FAUX,1,FAUX,FAUX,FAUX,2.7545407598961
403,CENTURY 21 NATION,88 AVENUE DU DOCTEUR ARNOLD NETTER- PARIS- FRANCE,accommodation,Paris,48.84675,2.406294,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231975,Single,117.92,FAUX,3,VRAI,VRAI,FAUX,2.44701243358166
404,L'ARCHE À PARIS - MORIYA,32 RUE OLIVIER DE SERRES- PARIS- FRANCE,accommodation,Paris,48.835391,2.296379,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231979,Double,388.08,VRAI,5,VRAI,VRAI,VRAI,2.55836738592452
405,HOLIDAY APARTMENT,6 RUE SIDI BRAHIM- PARIS- FRANCE,accommodation,Paris,48.838627,2.399791,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231981,Twin,123.2,VRAI,5,FAUX,VRAI,FAUX,2.65810242205188
406,CENTURY 21 SAINT-FARGEAU,100 AVENUE GAMBETTA- PARIS- FRANCE,accommodation,Paris,48.870976,2.403882,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231984,Double,148.72,FAUX,2,VRAI,VRAI,FAUX,2.44989486291502
407,BANQUE BARCLAYS : AGENCE DE PARIS EXELMANS,160 AVENUE DE VERSAILLES- PARIS 16- FRANCE,accommodation,Paris,48.84041,2.26422,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231986,Double,176.88,FAUX,5,VRAI,VRAI,FAUX,1.22985240886705
408,APPARTEMENT HARMONY,BOULEVARD MURAT- PARIS- FRANCE,accommodation,Paris,48.843362,2.256445,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231987,Double,182.16,FAUX,4,FAUX,FAUX,FAUX,0.906912791755158
409,CAMPING DU BOIS DE BOULOGNE,2 ALLÉE DU BORD DE L'EAU- PARIS- FRANCE,accommodation,Paris,48.869455,2.236465,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231988,Single,78.32,FAUX,1,FAUX,VRAI,FAUX,0.0000000133144334446555
410,GÉNÉRALE CONTINENTALE INVESTISSEMENTS,60 AVENUE HOCHE- PARIS- FRANCE,accommodation,Paris,48.874808,2.297049,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231990,Single,71.28,FAUX,1,FAUX,FAUX,FAUX,2.53328289738008
411,FONCIA TRANSACTION LOCATION,31 AVENUE FELIX FAURE- PARIS- FRANCE,accommodation,Paris,48.841452,2.289087,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231995,Double,122.32,VRAI,5,FAUX,VRAI,FAUX,2.31745427592921
412,CENTRE D'ANIMATION MAURICE RAVEL,6 AVENUE MAURICE RAVEL- PARIS- FRANCE,accommodation,Paris,48.841345,2.411647,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231998,Twin,132,VRAI,2,FAUX,VRAI,FAUX,2.17743971580915
413,FEEL LIKE OHM,4 RUE GOUNOD- PARIS- FRANCE,accommodation,Paris,48.883052,2.300844,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=231999,Family,189.2,FAUX,5,VRAI,VRAI,FAUX,2.51653124095419
414,CHAMBRE D'HOTE À PARIS (20E),3 RUE BRETONNEAU- PARIS- FRANCE,accommodation,Paris,48.867557,2.403068,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232004,Single,79.2,VRAI,4,VRAI,VRAI,FAUX,2.52627449274604
415,APPARTEMENT SPARKS,RUE HERMEL- PARIS- FRANCE,accommodation,Paris,48.892369,2.34512,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232005,Double,176,FAUX,3,FAUX,VRAI,FAUX,3.27532020821337
416,CHEN VOYAGES,137 RUE DE TOLBIAC- PARIS- FRANCE,accommodation,Paris,48.826066,2.359472,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232006,Family,139.04,FAUX,4,FAUX,VRAI,FAUX,3.70547829347564
417,LÉONARD DE VINCI 2 HOTEL,31 RUE MADEMOISELLE- PARIS- FRANCE,accommodation,Paris,48.843694,2.296466,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232013,Single,83.6,FAUX,3,FAUX,VRAI,FAUX,2.65555425734112
418,APARTMENT LIVING IN PARIS,47 AVENUE DE SÉGUR- PARIS- FRANCE,accommodation,Paris,48.850406,2.308954,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232018,Family,119.68,FAUX,4,FAUX,VRAI,FAUX,3.24046833847117
419,SARL FM HOTEL,28 RUE MYRHA- PARIS- FRANCE,accommodation,Paris,48.887275,2.354108,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232020,Single,103.84,FAUX,3,FAUX,VRAI,FAUX,3.48882423989474
420,HOTEL D'AVEYRON,3 RUE LACROIX- PARIS- FRANCE,accommodation,Paris,48.889934,2.321813,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232031,Family,97.68,FAUX,2,FAUX,VRAI,FAUX,2.99939776468792
421,HOTEL DE L'AVENIR,84 RUE TRUFFAUT- PARIS- FRANCE,accommodation,Paris,48.88753,2.31896,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232032,Family,174.24,FAUX,5,FAUX,VRAI,FAUX,3.00325206364241
422,LE NORMANDEYS,66 RUE DES MOINES- PARIS- FRANCE,accommodation,Paris,48.890749,2.321327,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232033,Double,124.96,FAUX,4,VRAI,VRAI,FAUX,2.95776787891891
423,EXPLOITATION GERANCE HOTEL DES BAINS,125 AVENUE DE CLICHY- PARIS- FRANCE,accommodation,Paris,48.890085,2.320855,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232034,Twin,121.44,FAUX,4,FAUX,VRAI,FAUX,2.96875013947862
424,ALLARD PIERRE-ANTHONY,19 RUE GANNERON- PARIS- FRANCE,accommodation,Paris,48.886962,2.327969,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232035,Single,63.36,FAUX,0,FAUX,VRAI,FAUX,3.26022006927662
425,VILLA HOTEL,7 RUE DU CAPITAINE MADON- PARIS- FRANCE,accommodation,Paris,48.890438,2.327362,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232036,Double,271.92,VRAI,5,FAUX,VRAI,FAUX,3.11499670017245
426,HOTEL GAUTHEY PARIS,5 RUE GAUTHEY- PARIS- FRANCE,accommodation,Paris,48.891174,2.319871,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232037,Single,102.08,FAUX,1,FAUX,VRAI,FAUX,2.90427886190808
427,AZUR BATIGNOLLES,14 RUE LEMERCIER- PARIS- FRANCE,accommodation,Paris,48.885882,2.324747,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232038,Single,90.64,FAUX,3,FAUX,VRAI,FAUX,3.21989892499674
428,CYRANO PARIS,58 RUE NOLLET- PARIS- FRANCE,accommodation,Paris,48.886833,2.321798,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232039,Twin,134.64,FAUX,5,FAUX,VRAI,FAUX,3.10723322641576
429,ALLARD JEAN,8 RUE GANNERON- PARIS- FRANCE,accommodation,Paris,48.886091,2.326975,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232040,Single,102.96,FAUX,2,FAUX,VRAI,FAUX,3.26882281612675
430,LE NORMANDEY'S (PARIS HOTEL NATIONAL),66 RUE DES MOINES- PARIS- FRANCE,accommodation,Paris,48.890749,2.321327,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232041,Double,374.88,VRAI,4,FAUX,FAUX,FAUX,2.95776787891891
431,ZEMIHI ABDERRAHMANE,150 AVENUE DE CLICHY- PARIS- FRANCE,accommodation,Paris,48.891118,2.319458,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232042,Single,81.84,FAUX,1,FAUX,FAUX,FAUX,2.89511812984698
432,L'ERMITAGE,24 RUE LAMARCK- PARIS- FRANCE,accommodation,Paris,48.888153,2.344383,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232043,Twin,115.28,VRAI,3,FAUX,VRAI,FAUX,3.45652976330765
433,B&B TOIT CHEZ MOI,45 RUE DAMRÉMONT- PARIS- FRANCE,accommodation,Paris,48.890238,2.333974,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232044,Twin,92.4,FAUX,3,FAUX,VRAI,FAUX,3.250792061521
434,PARIS-OASIS,RUE ANDRÉ DEL SARTE- PARIS- FRANCE,accommodation,Paris,48.885892,2.345872,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232045,Double,165.44,FAUX,5,FAUX,VRAI,FAUX,3.56264663415085
435,APPARTEMENT COUR HISTORIQUE,40 RUE DURANTIN- PARIS- FRANCE,accommodation,Paris,48.88681,2.335256,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232048,Double,170.72,FAUX,5,VRAI,VRAI,FAUX,3.41206273109204
436,AQUACHIARA,17 RUE BURQ- PARIS- FRANCE,accommodation,Paris,48.886644,2.336752,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232049,Single,69.52,VRAI,0,FAUX,FAUX,FAUX,3.44246745492758
437,SOCIÉTÉ EXPLOITATION TOURISTIQUE,24 RUE LAMARCK- PARIS- FRANCE,accommodation,Paris,48.888153,2.344384,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232050,Double,95.92,FAUX,3,VRAI,FAUX,FAUX,3.45653527114384
438,HOTEL BECQUEREL,4 RUE BECQUEREL- PARIS- FRANCE,accommodation,Paris,48.889094,2.34396,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232051,Single,83.6,FAUX,2,FAUX,VRAI,FAUX,3.41299125191774
439,FREMOSC,23 AVENUE JUNOT- PARIS- FRANCE,accommodation,Paris,48.888461,2.335376,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232052,Single,101.2,FAUX,3,FAUX,VRAI,FAUX,3.34626413881405
440,HOTEL DE L'ALLIER STÉ,13 RUE LAMBERT- PARIS- FRANCE,accommodation,Paris,48.888587,2.345657,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232053,Twin,142.56,FAUX,2,FAUX,VRAI,FAUX,3.44348253796687
441,LAHIANI LOUISE,7 RUE PAUL ALBERT- PARIS- FRANCE,accommodation,Paris,48.88665,2.34496,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232054,Family,125.84,FAUX,2,FAUX,VRAI,FAUX,3.52534108396497
442,HOTEL ELYSEES FLAUBERT PARIS,19 RUE RENNEQUIN- PARIS- FRANCE,accommodation,Paris,48.88144,2.298217,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232055,Double,151.36,VRAI,4,FAUX,VRAI,FAUX,2.45254600156678
443,BEEHOME PARIS,98 AVENUE DES TERNES- PARIS- FRANCE,accommodation,Paris,48.880454,2.286759,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232056,Double,384.56,FAUX,5,FAUX,VRAI,VRAI,2.01848961880741
444,RÉSTAURANT GIORGIO,18 RUE BAYEN- PARIS- FRANCE,accommodation,Paris,48.880101,2.29436,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232057,Single,62.48,FAUX,3,VRAI,FAUX,FAUX,2.3291252741595
445,MOLLARD MERCIER BRIGITTE,98 AVENUE DES TERNES- PARIS- FRANCE,accommodation,Paris,48.880438,2.28683,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232058,Double,102.08,FAUX,3,FAUX,VRAI,FAUX,2.02164008247152
446,AUBERGES BISTROTS ET CIE (SAS),23 RUE RENNEQUIN- PARIS- FRANCE,accommodation,Paris,48.881645,2.297921,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232059,Double,184.8,FAUX,4,VRAI,VRAI,FAUX,2.43675310182676
447,FIVESTARS,26 RUE RENNEQUIN- PARIS- FRANCE,accommodation,Paris,48.881599,2.298307,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232060,Single,99.44,FAUX,2,FAUX,FAUX,FAUX,2.45260356843839
448,COURCELLES-PARC,6 BOULEVARD DE COURCELLES- PARIS- FRANCE,accommodation,Paris,48.88127,2.314645,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232061,Single,92.4,VRAI,1,VRAI,FAUX,FAUX,3.05860533210123
449,BUILDINVEST,18 RUE DE PRONY- PARIS- FRANCE,accommodation,Paris,48.881157,2.307179,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232062,Single,102.08,FAUX,3,FAUX,VRAI,FAUX,2.7966389262953
450,HOTEL BELGRAVIA,49 RUE PONCELET- PARIS- FRANCE,accommodation,Paris,48.880408,2.299406,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232063,Double,183.04,VRAI,5,VRAI,VRAI,FAUX,2.52039878128727
451,GESCAP 3,18 RUE DE PRONY- PARIS- FRANCE,accommodation,Paris,48.881193,2.307094,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232064,Double,118.8,VRAI,1,FAUX,FAUX,FAUX,2.7926415042129
452,EURL BEAUMANOIR SYLVIANNE,125 BOULEVARD MALESHERBES- PARIS- FRANCE,accommodation,Paris,48.881091,2.311981,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232065,Single,84.48,FAUX,4,FAUX,VRAI,FAUX,2.97105270490508
453,HOTEL RIVIERA ELYSEES,55 RUE DES ACACIAS- PARIS- FRANCE,accommodation,Paris,48.878313,2.29393,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232066,Single,165.44,VRAI,5,VRAI,VRAI,FAUX,2.34564504723387
454,MERCURE PARIS ARC DE TRIOMPHE WAGRAM,3 RUE BREY- PARIS- FRANCE,accommodation,Paris,48.876071,2.296086,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232067,Double,192.72,FAUX,4,VRAI,VRAI,FAUX,2.4725296940786
455,FERTEL ETOILE,4 RUE DES ACACIAS- PARIS- FRANCE,accommodation,Paris,48.876078,2.289931,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232068,Double,141.68,FAUX,2,FAUX,VRAI,FAUX,2.22113081390064
456,HOTEL PHENIX,5 RUE DU GÉNÉRAL LANREZAC- PARIS- FRANCE,accommodation,Paris,48.87616,2.29376,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232071,Double,102.08,FAUX,3,VRAI,VRAI,FAUX,2.37653886441676
457,DES TROIS COURONNES HOTEL PARIS,30 RUE DE L'ARC DE TRIOMPHE- PARIS- FRANCE,accommodation,Paris,48.877696,2.293423,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232073,Double,106.48,FAUX,1,FAUX,VRAI,FAUX,2.3363268861349
458,HOTEL-HARVEY,7BIS RUE DU DEBARCADERE- PARIS- FRANCE,accommodation,Paris,48.87786,2.286568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232074,Double,106.48,FAUX,2,VRAI,VRAI,FAUX,2.05449887759996
459,HD,14 RUE BREY- PARIS- FRANCE,accommodation,Paris,48.876517,2.295801,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232075,Double,127.6,FAUX,4,FAUX,VRAI,FAUX,2.45318734865673
460,LE DIX BIS,10 BIS RUE DU DÉBARCADÈRE- PARIS- FRANCE,accommodation,Paris,48.878057,2.286672,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232076,Single,81.84,FAUX,4,FAUX,VRAI,FAUX,2.05557200456292
461,HOTEL ARC ACACIAS,6 RUE DES ACACIAS- PARIS- FRANCE,accommodation,Paris,48.876132,2.290066,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232077,Double,293.04,VRAI,3,FAUX,FAUX,FAUX,2.22582424369182
462,SISTER HOTELS,23 RUE BREY- PARIS- FRANCE,accommodation,Paris,48.876979,2.294944,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232078,Double,173.36,FAUX,2,FAUX,VRAI,FAUX,2.41041810538905
463,LOGIS PARISIEN ZHONG,3 RUE DU COLONEL MOLL- FRANCE,accommodation,Paris,48.876789,2.290809,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232079,Twin,177.76,FAUX,2,VRAI,FAUX,FAUX,2.24563748804967
464,GESTION HOTEL SAINT-LARY,24 RUE ARMAILLE- PARIS- FRANCE,accommodation,Paris,48.878474,2.291465,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232080,Double,167.2,FAUX,3,FAUX,VRAI,FAUX,2.24351401517422
465,NMP FRANCE,27 AVENUE DES TERNES- PARIS- FRANCE,accommodation,Paris,48.878338,2.29522,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232081,Double,168.08,FAUX,2,VRAI,VRAI,FAUX,2.39684553908492
466,TRADOTEL,1 RUE VILLEBOIS-MAREUIL- PARIS- FRANCE,accommodation,Paris,48.879047,2.292683,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232082,Double,116.16,FAUX,1,FAUX,VRAI,FAUX,2.28221185703001
467,ADAGIO,131 BOULEVARD HAUSSMANN- PARIS- FRANCE,accommodation,Paris,48.875062,2.313355,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232083,Double,333.52,FAUX,5,FAUX,VRAI,FAUX,3.17076991544276
468,GURGEY,50 RUE DE MONCEAU- PARIS- FRANCE,accommodation,Paris,48.877754,2.310926,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232085,Single,72.16,FAUX,1,FAUX,VRAI,FAUX,3.01700411529157
469,SAINDAC FREDERIC,88 BOULEVARD DE COURCELLES- FRANCE,accommodation,Paris,48.879671,2.304774,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232086,Twin,88,VRAI,4,FAUX,FAUX,FAUX,2.7419711630426
470,HOTEL DE PARIS MONTMARTRE,17 RUE BIOT- PARIS- FRANCE,accommodation,Paris,48.884534,2.325847,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232087,Family,303.6,VRAI,3,VRAI,VRAI,VRAI,3.29649785231062
471,NEW ORIENT HOTEL,16 RUE DE CONSTANTINOPLE- PARIS- FRANCE,accommodation,Paris,48.880259,2.319743,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232088,Single,82.72,FAUX,2,FAUX,FAUX,FAUX,3.25751424174742
472,LE CARDINAL,3 RUE DU CARDINAL MERCIER- PARIS- FRANCE,accommodation,Paris,48.881032,2.329019,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232089,Double,169.84,VRAI,4,VRAI,VRAI,FAUX,3.50354965784869
473,RELAIS MONCEAU,85 RUE DU ROCHER- PARIS- FRANCE,accommodation,Paris,48.88035,2.317306,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232091,Double,138.16,FAUX,4,VRAI,VRAI,FAUX,3.17460193429353
474,HOTEL ROTARY,4 RUE DE VINTIMILLE- PARIS- FRANCE,accommodation,Paris,48.881871,2.328506,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232092,Twin,129.36,FAUX,4,FAUX,VRAI,FAUX,3.46031096688707
475,HOTEL DE MOSCOU,10 RUE DE MOSCOU- PARIS- FRANCE,accommodation,Paris,48.880053,2.32622,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232093,Double,146.08,VRAI,3,FAUX,VRAI,FAUX,3.46179623624861
476,HOTEL B SQUARE,11 RUE DES BATIGNOLLES- PARIS- FRANCE,accommodation,Paris,48.883759,2.322716,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232094,Single,87.12,VRAI,3,FAUX,FAUX,FAUX,3.2372850585663
477,HOTEL RESIDENCE MONCEAU,00083 RUE DU ROCHER- PARIS 08- FRANCE,accommodation,Paris,48.880281,2.31737,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232095,Single,153.12,FAUX,3,VRAI,VRAI,FAUX,3.17872288775728
478,CLICHY-HOTEL,38 RUE DE BRUXELLES- PARIS- FRANCE,accommodation,Paris,48.882905,2.328425,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=232096,Double,109.12,FAUX,2,FAUX,VRAI,FAUX,3.42093160903489
